TIME,AVAILABLE BIKES,TIME,DAY_OF_WEEK,k-3-q-TIME,k-3-q,k-6-q-TIME,k-6-q,k-9-q-TIME,k-9-q,k-3d-TIME,k-3d,k-2d-TIME,k-2d,k-1d-TIME,k-1d,k-1w-TIME,k-1w,k-2w-TIME,k-2w,k-3w-TIME,k-3w,OCCUPANCY FUTURE TIME,OCCUPANCY_FUTURE
2020-03-02 15:50:02,28,2020-03-02 15:50:02,0,2020-03-02 14:35:02,28.0,2020-03-02 14:20:02,29.0,2020-03-02 14:05:02,29.0,2020-03-04 15:50:02,16.0,2020-03-05 15:50:02,29.0,2020-03-06 15:50:02,25.0,2020-03-02 15:50:02,28,2020-02-24 15:50:03,24.0,2020-02-17 15:50:02,28.0,2020-03-09 15:50:02,25.0
2020-03-02 15:55:02,28,2020-03-02 15:55:02,0,2020-03-02 14:40:02,28.0,2020-03-02 14:25:02,29.0,2020-03-02 14:10:02,29.0,2020-03-04 15:55:03,16.0,2020-03-05 15:55:02,30.0,2020-03-06 15:55:02,25.0,2020-03-02 15:55:02,28,2020-02-24 15:55:02,23.0,2020-02-17 15:55:02,28.0,2020-03-09 15:55:02,25.0
2020-03-02 16:00:02,28,2020-03-02 16:00:02,0,2020-03-02 14:45:02,28.0,2020-03-02 14:30:02,28.0,2020-03-02 14:15:02,29.0,2020-03-04 16:00:02,16.0,2020-03-05 16:00:02,30.0,2020-03-06 16:00:02,25.0,2020-03-02 16:00:02,28,2020-02-24 16:00:02,23.0,2020-02-17 16:00:02,28.0,2020-03-09 16:00:02,25.0
2020-03-02 16:05:02,28,2020-03-02 16:05:02,0,2020-03-02 14:50:02,28.0,2020-03-02 14:35:02,28.0,2020-03-02 14:20:02,29.0,2020-03-04 16:05:02,16.0,2020-03-05 16:05:03,30.0,2020-03-06 16:05:02,25.0,2020-03-02 16:05:02,28,2020-02-24 16:05:02,22.0,2020-02-17 16:05:02,28.0,2020-03-09 16:05:02,25.0
2020-03-02 16:10:02,27,2020-03-02 16:10:02,0,2020-03-02 14:55:02,28.0,2020-03-02 14:40:02,28.0,2020-03-02 14:25:02,29.0,2020-03-04 16:10:02,16.0,2020-03-05 16:10:02,30.0,2020-03-06 16:10:02,25.0,2020-03-02 16:10:02,27,2020-02-24 16:10:02,20.0,2020-02-17 16:10:02,25.0,2020-03-09 16:10:02,25.0
2020-03-02 16:15:02,25,2020-03-02 16:15:02,0,2020-03-02 15:00:02,28.0,2020-03-02 14:45:02,28.0,2020-03-02 14:30:02,28.0,2020-03-04 16:15:02,16.0,2020-03-05 16:15:02,30.0,2020-03-06 16:15:03,25.0,2020-03-02 16:15:02,25,2020-02-24 16:15:02,20.0,2020-02-17 16:15:02,25.0,2020-03-09 16:15:02,24.0
2020-03-02 16:20:02,24,2020-03-02 16:20:02,0,2020-03-02 15:05:02,28.0,2020-03-02 14:50:02,28.0,2020-03-02 14:35:02,28.0,2020-03-04 16:20:03,16.0,2020-03-05 16:20:02,30.0,2020-03-06 16:20:02,26.0,2020-03-02 16:20:02,24,2020-02-24 16:20:02,20.0,2020-02-17 16:20:02,23.0,2020-03-09 16:20:02,23.0
2020-03-02 16:25:02,22,2020-03-02 16:25:02,0,2020-03-02 15:10:02,28.0,2020-03-02 14:55:02,28.0,2020-03-02 14:40:02,28.0,2020-03-04 16:25:02,15.0,2020-03-05 16:25:02,29.0,2020-03-06 16:25:02,26.0,2020-03-02 16:25:02,22,2020-02-24 16:25:02,21.0,2020-02-17 16:25:02,21.0,2020-03-09 16:25:02,22.0
2020-03-02 16:30:02,22,2020-03-02 16:30:02,0,2020-03-02 15:15:02,28.0,2020-03-02 15:00:02,28.0,2020-03-02 14:45:02,28.0,2020-03-04 16:30:03,13.0,2020-03-05 16:30:02,30.0,2020-03-06 16:30:03,27.0,2020-03-02 16:30:02,22,2020-02-24 16:30:02,21.0,2020-02-17 16:30:02,21.0,2020-03-09 16:30:02,22.0
2020-03-02 16:35:02,22,2020-03-02 16:35:02,0,2020-03-02 15:20:02,28.0,2020-03-02 15:05:02,28.0,2020-03-02 14:50:02,28.0,2020-03-04 16:35:03,12.0,2020-03-05 16:35:03,30.0,2020-03-06 16:35:02,27.0,2020-03-02 16:35:02,22,2020-02-24 16:35:02,20.0,2020-02-17 16:35:02,21.0,2020-03-09 16:35:02,21.0
2020-03-02 16:40:02,20,2020-03-02 16:40:02,0,2020-03-02 15:25:02,28.0,2020-03-02 15:10:02,28.0,2020-03-02 14:55:02,28.0,2020-03-04 16:40:02,12.0,2020-03-05 16:40:03,29.0,2020-03-06 16:40:02,27.0,2020-03-02 16:40:02,20,2020-02-24 16:40:02,21.0,2020-02-17 16:40:02,22.0,2020-03-09 16:40:02,22.0
2020-03-02 16:45:02,21,2020-03-02 16:45:02,0,2020-03-02 15:30:02,27.0,2020-03-02 15:15:02,28.0,2020-03-02 15:00:02,28.0,2020-03-04 16:45:02,12.0,2020-03-05 16:45:02,30.0,2020-03-06 16:45:03,27.0,2020-03-02 16:45:02,21,2020-02-24 16:45:02,23.0,2020-02-17 16:45:02,22.0,2020-03-09 16:45:02,22.0
2020-03-02 16:50:02,21,2020-03-02 16:50:02,0,2020-03-02 15:35:02,27.0,2020-03-02 15:20:02,28.0,2020-03-02 15:05:02,28.0,2020-03-04 16:50:02,12.0,2020-03-05 16:50:02,30.0,2020-03-06 16:50:03,27.0,2020-03-02 16:50:02,21,2020-02-24 16:50:02,24.0,2020-02-17 16:50:02,22.0,2020-03-09 16:50:02,22.0
2020-03-02 16:55:02,21,2020-03-02 16:55:02,0,2020-03-02 15:40:02,27.0,2020-03-02 15:25:02,28.0,2020-03-02 15:10:02,28.0,2020-03-04 16:55:03,13.0,2020-03-05 16:55:03,29.0,2020-03-06 16:55:02,28.0,2020-03-02 16:55:02,21,2020-02-24 16:55:02,24.0,2020-02-17 16:55:02,25.0,2020-03-09 16:55:02,21.0
2020-03-02 17:00:02,20,2020-03-02 17:00:02,0,2020-03-02 15:45:02,27.0,2020-03-02 15:30:02,27.0,2020-03-02 15:15:02,28.0,2020-03-04 17:00:03,11.0,2020-03-05 17:00:02,29.0,2020-03-06 17:00:02,25.0,2020-03-02 17:00:02,20,2020-02-24 17:00:02,24.0,2020-02-17 17:00:02,25.0,2020-03-09 17:00:02,21.0
2020-03-02 17:05:02,20,2020-03-02 17:05:02,0,2020-03-02 15:50:02,28.0,2020-03-02 15:35:02,27.0,2020-03-02 15:20:02,28.0,2020-03-04 17:05:03,11.0,2020-03-05 17:05:02,29.0,2020-03-06 17:05:02,22.0,2020-03-02 17:05:02,20,2020-02-24 17:05:02,23.0,2020-02-17 17:05:02,27.0,2020-03-09 17:05:02,19.0
2020-03-02 17:10:02,18,2020-03-02 17:10:02,0,2020-03-02 15:55:02,28.0,2020-03-02 15:40:02,27.0,2020-03-02 15:25:02,28.0,2020-03-04 17:10:02,7.0,2020-03-05 17:10:02,28.0,2020-03-06 17:10:02,23.0,2020-03-02 17:10:02,18,2020-02-24 17:10:02,23.0,2020-02-17 17:10:02,25.0,2020-03-09 17:10:02,20.0
2020-03-02 17:15:02,18,2020-03-02 17:15:02,0,2020-03-02 16:00:02,28.0,2020-03-02 15:45:02,27.0,2020-03-02 15:30:02,27.0,2020-03-04 17:15:02,5.0,2020-03-05 17:15:03,28.0,2020-03-06 17:15:03,22.0,2020-03-02 17:15:02,18,2020-02-24 17:15:02,25.0,2020-02-17 17:15:02,26.0,2020-03-09 17:15:02,17.0
2020-03-02 17:20:02,14,2020-03-02 17:20:02,0,2020-03-02 16:05:02,28.0,2020-03-02 15:50:02,28.0,2020-03-02 15:35:02,27.0,2020-03-04 17:20:02,4.0,2020-03-05 17:20:03,27.0,2020-03-06 17:20:03,23.0,2020-03-02 17:20:02,14,2020-02-24 17:20:02,24.0,2020-02-17 17:20:02,25.0,2020-03-09 17:20:02,18.0
2020-03-02 17:25:02,14,2020-03-02 17:25:02,0,2020-03-02 16:10:02,27.0,2020-03-02 15:55:02,28.0,2020-03-02 15:40:02,27.0,2020-03-04 17:25:02,6.0,2020-03-05 17:25:02,24.0,2020-03-06 17:25:02,23.0,2020-03-02 17:25:02,14,2020-02-24 17:25:02,21.0,2020-02-17 17:25:03,25.0,2020-03-09 17:25:02,18.0
2020-03-02 17:30:02,14,2020-03-02 17:30:02,0,2020-03-02 16:15:02,25.0,2020-03-02 16:00:02,28.0,2020-03-02 15:45:02,27.0,2020-03-04 17:30:02,7.0,2020-03-05 17:30:02,24.0,2020-03-06 17:30:02,22.0,2020-03-02 17:30:02,14,2020-02-24 17:30:02,21.0,2020-02-17 17:30:02,25.0,2020-03-09 17:30:02,18.0
2020-03-02 17:35:02,9,2020-03-02 17:35:02,0,2020-03-02 16:20:02,24.0,2020-03-02 16:05:02,28.0,2020-03-02 15:50:02,28.0,2020-03-04 17:35:03,7.0,2020-03-05 17:35:02,25.0,2020-03-06 17:35:03,23.0,2020-03-02 17:35:02,9,2020-02-24 17:35:02,21.0,2020-02-17 17:35:02,25.0,2020-03-09 17:35:02,18.0
2020-03-02 17:40:02,10,2020-03-02 17:40:02,0,2020-03-02 16:25:02,22.0,2020-03-02 16:10:02,27.0,2020-03-02 15:55:02,28.0,2020-03-04 17:40:02,2.0,2020-03-05 17:40:03,24.0,2020-03-06 17:40:03,24.0,2020-03-02 17:40:02,10,2020-02-24 17:40:02,19.0,2020-02-17 17:40:02,26.0,2020-03-09 17:40:02,15.0
2020-03-02 17:45:02,8,2020-03-02 17:45:02,0,2020-03-02 16:30:02,22.0,2020-03-02 16:15:02,25.0,2020-03-02 16:00:02,28.0,2020-03-04 17:45:02,2.0,2020-03-05 17:45:02,21.0,2020-03-06 17:45:02,22.0,2020-03-02 17:45:02,8,2020-02-24 17:45:02,17.0,2020-02-17 17:45:02,25.0,2020-03-09 17:45:02,14.0
2020-03-02 17:50:02,8,2020-03-02 17:50:02,0,2020-03-02 16:35:02,22.0,2020-03-02 16:20:02,24.0,2020-03-02 16:05:02,28.0,2020-03-04 17:50:02,2.0,2020-03-05 17:50:02,17.0,2020-03-06 17:50:02,20.0,2020-03-02 17:50:02,8,2020-02-24 17:50:02,18.0,2020-02-17 17:50:02,25.0,2020-03-09 17:50:02,15.0
2020-03-02 17:55:02,6,2020-03-02 17:55:02,0,2020-03-02 16:40:02,20.0,2020-03-02 16:25:02,22.0,2020-03-02 16:10:02,27.0,2020-03-04 17:55:03,1.0,2020-03-05 17:55:02,16.0,2020-03-06 17:55:27,22.0,2020-03-02 17:55:02,6,2020-02-24 17:55:02,20.0,2020-02-17 17:55:27,26.0,2020-03-09 17:55:02,15.0
2020-03-02 18:00:02,5,2020-03-02 18:00:02,0,2020-03-02 16:45:02,21.0,2020-03-02 16:30:02,22.0,2020-03-02 16:15:02,25.0,2020-03-04 18:00:03,1.0,2020-03-05 18:00:02,16.0,2020-03-06 18:00:02,22.0,2020-03-02 18:00:02,5,2020-02-24 18:00:02,20.0,2020-02-17 18:00:02,26.0,2020-03-09 18:00:02,13.0
2020-03-02 18:05:02,3,2020-03-02 18:05:02,0,2020-03-02 16:50:02,21.0,2020-03-02 16:35:02,22.0,2020-03-02 16:20:02,24.0,2020-03-04 18:05:02,3.0,2020-03-05 18:05:02,16.0,2020-03-06 18:05:02,20.0,2020-03-02 18:05:02,3,2020-02-24 18:05:02,18.0,2020-02-17 18:05:02,25.0,2020-03-09 18:05:02,14.0
2020-03-02 18:10:02,1,2020-03-02 18:10:02,0,2020-03-02 16:55:02,21.0,2020-03-02 16:40:02,20.0,2020-03-02 16:25:02,22.0,2020-03-04 18:10:02,3.0,2020-03-05 18:10:02,16.0,2020-03-06 18:10:02,21.0,2020-03-02 18:10:02,1,2020-02-24 18:10:02,19.0,2020-02-17 18:10:03,24.0,2020-03-09 18:10:02,11.0
2020-03-02 18:15:02,1,2020-03-02 18:15:02,0,2020-03-02 17:00:02,20.0,2020-03-02 16:45:02,21.0,2020-03-02 16:30:02,22.0,2020-03-04 18:15:02,2.0,2020-03-05 18:15:02,16.0,2020-03-06 18:15:02,21.0,2020-03-02 18:15:02,1,2020-02-24 18:15:03,18.0,2020-02-17 18:15:02,23.0,2020-03-09 18:15:02,10.0
2020-03-02 18:20:02,0,2020-03-02 18:20:02,0,2020-03-02 17:05:02,20.0,2020-03-02 16:50:02,21.0,2020-03-02 16:35:02,22.0,2020-03-04 18:20:02,2.0,2020-03-05 18:20:02,16.0,2020-03-06 18:20:02,20.0,2020-03-02 18:20:02,0,2020-02-24 18:20:02,17.0,2020-02-17 18:20:02,23.0,2020-03-09 18:20:02,10.0
2020-03-02 18:25:02,0,2020-03-02 18:25:02,0,2020-03-02 17:10:02,18.0,2020-03-02 16:55:02,21.0,2020-03-02 16:40:02,20.0,2020-03-04 18:25:02,2.0,2020-03-05 18:25:02,16.0,2020-03-06 18:25:02,20.0,2020-03-02 18:25:02,0,2020-02-24 18:25:02,17.0,2020-02-17 18:25:02,21.0,2020-03-09 18:25:02,10.0
2020-03-02 18:30:02,1,2020-03-02 18:30:02,0,2020-03-02 17:15:02,18.0,2020-03-02 17:00:02,20.0,2020-03-02 16:45:02,21.0,2020-03-04 18:30:03,2.0,2020-03-05 18:30:03,15.0,2020-03-06 18:30:03,20.0,2020-03-02 18:30:02,1,2020-02-24 18:30:02,16.0,2020-02-17 18:30:02,18.0,2020-03-09 18:30:02,9.0
2020-03-02 18:35:02,0,2020-03-02 18:35:02,0,2020-03-02 17:20:02,14.0,2020-03-02 17:05:02,20.0,2020-03-02 16:50:02,21.0,2020-03-04 18:35:02,1.0,2020-03-05 18:35:02,11.0,2020-03-06 18:35:02,20.0,2020-03-02 18:35:02,0,2020-02-24 18:35:02,13.0,2020-02-17 18:35:02,18.0,2020-03-09 18:35:02,8.0
2020-03-02 18:40:02,0,2020-03-02 18:40:02,0,2020-03-02 17:25:02,14.0,2020-03-02 17:10:02,18.0,2020-03-02 16:55:02,21.0,2020-03-04 18:40:02,1.0,2020-03-05 18:40:02,10.0,2020-03-06 18:40:02,19.0,2020-03-02 18:40:02,0,2020-02-24 18:40:02,11.0,2020-02-17 18:40:02,17.0,2020-03-09 18:40:02,6.0
2020-03-02 18:45:02,0,2020-03-02 18:45:02,0,2020-03-02 17:30:02,14.0,2020-03-02 17:15:02,18.0,2020-03-02 17:00:02,20.0,2020-03-04 18:45:28,1.0,2020-03-05 18:45:02,10.0,2020-03-06 18:45:02,19.0,2020-03-02 18:45:02,0,2020-02-24 18:45:02,8.0,2020-02-17 18:45:02,16.0,2020-03-09 18:45:02,5.0
2020-03-02 18:50:02,0,2020-03-02 18:50:02,0,2020-03-02 17:35:02,9.0,2020-03-02 17:20:02,14.0,2020-03-02 17:05:02,20.0,2020-03-04 18:50:02,1.0,2020-03-05 18:50:02,9.0,2020-03-06 18:50:03,19.0,2020-03-02 18:50:02,0,2020-02-24 18:50:02,8.0,2020-02-17 18:50:02,15.0,2020-03-09 18:50:02,5.0
2020-03-02 18:55:02,0,2020-03-02 18:55:02,0,2020-03-02 17:40:02,10.0,2020-03-02 17:25:02,14.0,2020-03-02 17:10:02,18.0,2020-03-04 18:55:02,2.0,2020-03-05 18:55:02,8.0,2020-03-06 18:55:02,18.0,2020-03-02 18:55:02,0,2020-02-24 18:55:02,6.0,2020-02-17 18:55:02,15.0,2020-03-09 18:55:02,5.0
2020-03-02 19:00:02,0,2020-03-02 19:00:02,0,2020-03-02 17:45:02,8.0,2020-03-02 17:30:02,14.0,2020-03-02 17:15:02,18.0,2020-03-04 19:00:02,2.0,2020-03-05 19:00:02,7.0,2020-03-06 19:00:02,18.0,2020-03-02 19:00:02,0,2020-02-24 19:00:02,6.0,2020-02-17 19:00:03,14.0,2020-03-09 19:00:02,4.0
2020-03-02 19:05:02,0,2020-03-02 19:05:02,0,2020-03-02 17:50:02,8.0,2020-03-02 17:35:02,9.0,2020-03-02 17:20:02,14.0,2020-03-04 19:05:03,2.0,2020-03-05 19:05:03,7.0,2020-03-06 19:05:03,17.0,2020-03-02 19:05:02,0,2020-02-24 19:05:03,5.0,2020-02-17 19:05:02,14.0,2020-03-09 19:05:02,4.0
2020-03-02 19:10:02,0,2020-03-02 19:10:02,0,2020-03-02 17:55:02,6.0,2020-03-02 17:40:02,10.0,2020-03-02 17:25:02,14.0,2020-03-04 19:10:02,2.0,2020-03-05 19:10:02,7.0,2020-03-06 19:10:02,17.0,2020-03-02 19:10:02,0,2020-02-24 19:10:02,5.0,2020-02-17 19:10:02,14.0,2020-03-09 19:10:02,4.0
2020-03-02 19:15:02,0,2020-03-02 19:15:02,0,2020-03-02 18:00:02,5.0,2020-03-02 17:45:02,8.0,2020-03-02 17:30:02,14.0,2020-03-04 19:15:02,2.0,2020-03-05 19:15:02,7.0,2020-03-06 19:15:02,18.0,2020-03-02 19:15:02,0,2020-02-24 19:15:02,2.0,2020-02-17 19:15:02,14.0,2020-03-09 19:15:02,4.0
2020-03-02 19:20:02,0,2020-03-02 19:20:02,0,2020-03-02 18:05:02,3.0,2020-03-02 17:50:02,8.0,2020-03-02 17:35:02,9.0,2020-03-04 19:20:02,2.0,2020-03-05 19:20:02,5.0,2020-03-06 19:20:02,18.0,2020-03-02 19:20:02,0,2020-02-24 19:20:02,2.0,2020-02-17 19:20:02,13.0,2020-03-09 19:20:02,4.0
2020-03-02 19:25:02,0,2020-03-02 19:25:02,0,2020-03-02 18:10:02,1.0,2020-03-02 17:55:02,6.0,2020-03-02 17:40:02,10.0,2020-03-04 19:25:03,2.0,2020-03-05 19:25:02,5.0,2020-03-06 19:25:03,18.0,2020-03-02 19:25:02,0,2020-02-24 19:25:02,0.0,2020-02-17 19:25:02,13.0,2020-03-09 19:25:02,4.0
2020-03-02 19:30:02,0,2020-03-02 19:30:02,0,2020-03-02 18:15:02,1.0,2020-03-02 18:00:02,5.0,2020-03-02 17:45:02,8.0,2020-03-04 19:30:03,2.0,2020-03-05 19:30:02,4.0,2020-03-06 19:30:02,16.0,2020-03-02 19:30:02,0,2020-02-24 19:30:02,0.0,2020-02-17 19:30:02,12.0,2020-03-09 19:30:02,3.0
2020-03-02 19:35:02,0,2020-03-02 19:35:02,0,2020-03-02 18:20:02,0.0,2020-03-02 18:05:02,3.0,2020-03-02 17:50:02,8.0,2020-03-04 19:35:02,2.0,2020-03-05 19:35:03,4.0,2020-03-06 19:35:02,14.0,2020-03-02 19:35:02,0,2020-02-24 19:35:02,0.0,2020-02-17 19:35:02,10.0,2020-03-09 19:35:02,2.0
2020-03-02 19:40:02,0,2020-03-02 19:40:02,0,2020-03-02 18:25:02,0.0,2020-03-02 18:10:02,1.0,2020-03-02 17:55:02,6.0,2020-03-04 19:40:02,2.0,2020-03-05 19:40:02,3.0,2020-03-06 19:40:02,13.0,2020-03-02 19:40:02,0,2020-02-24 19:40:02,0.0,2020-02-17 19:40:02,10.0,2020-03-09 19:40:02,2.0
2020-03-02 19:45:02,0,2020-03-02 19:45:02,0,2020-03-02 18:30:02,1.0,2020-03-02 18:15:02,1.0,2020-03-02 18:00:02,5.0,2020-03-04 19:45:02,2.0,2020-03-05 19:45:02,3.0,2020-03-06 19:45:03,13.0,2020-03-02 19:45:02,0,2020-02-24 19:45:02,0.0,2020-02-17 19:45:02,9.0,2020-03-09 19:45:02,1.0
2020-03-02 19:50:02,0,2020-03-02 19:50:02,0,2020-03-02 18:35:02,0.0,2020-03-02 18:20:02,0.0,2020-03-02 18:05:02,3.0,2020-03-04 19:50:02,0.0,2020-03-05 19:50:02,2.0,2020-03-06 19:50:02,12.0,2020-03-02 19:50:02,0,2020-02-24 19:50:02,0.0,2020-02-17 19:50:02,9.0,2020-03-09 19:50:02,1.0
2020-03-02 19:55:02,0,2020-03-02 19:55:02,0,2020-03-02 18:40:02,0.0,2020-03-02 18:25:02,0.0,2020-03-02 18:10:02,1.0,2020-03-04 19:55:02,0.0,2020-03-05 19:55:02,2.0,2020-03-06 19:55:02,12.0,2020-03-02 19:55:02,0,2020-02-24 19:55:03,0.0,2020-02-17 19:55:02,9.0,2020-03-09 19:55:02,1.0
2020-03-02 20:00:02,0,2020-03-02 20:00:02,0,2020-03-02 18:45:02,0.0,2020-03-02 18:30:02,1.0,2020-03-02 18:15:02,1.0,2020-03-04 20:00:02,0.0,2020-03-05 20:00:02,1.0,2020-03-06 20:00:02,12.0,2020-03-02 20:00:02,0,2020-02-24 20:00:02,0.0,2020-02-17 20:00:02,8.0,2020-03-09 20:00:02,1.0
2020-03-02 20:05:02,0,2020-03-02 20:05:02,0,2020-03-02 18:50:02,0.0,2020-03-02 18:35:02,0.0,2020-03-02 18:20:02,0.0,2020-03-04 20:05:03,0.0,2020-03-05 20:05:03,0.0,2020-03-06 20:05:02,12.0,2020-03-02 20:05:02,0,2020-02-24 20:05:02,0.0,2020-02-17 20:05:02,8.0,2020-03-09 20:05:02,1.0
2020-03-02 20:10:02,1,2020-03-02 20:10:02,0,2020-03-02 18:55:02,0.0,2020-03-02 18:40:02,0.0,2020-03-02 18:25:02,0.0,2020-03-04 20:10:02,1.0,2020-03-05 20:10:03,0.0,2020-03-06 20:10:02,12.0,2020-03-02 20:10:02,1,2020-02-24 20:10:02,0.0,2020-02-17 20:10:02,7.0,2020-03-09 20:10:02,1.0
2020-03-02 20:15:02,0,2020-03-02 20:15:02,0,2020-03-02 19:00:02,0.0,2020-03-02 18:45:02,0.0,2020-03-02 18:30:02,1.0,2020-03-04 20:15:03,2.0,2020-03-05 20:15:02,1.0,2020-03-06 20:15:02,11.0,2020-03-02 20:15:02,0,2020-02-24 20:15:02,0.0,2020-02-17 20:15:02,7.0,2020-03-09 20:15:02,1.0
2020-03-02 20:20:02,0,2020-03-02 20:20:02,0,2020-03-02 19:05:02,0.0,2020-03-02 18:50:02,0.0,2020-03-02 18:35:02,0.0,2020-03-04 20:20:02,2.0,2020-03-05 20:20:02,0.0,2020-03-06 20:20:02,11.0,2020-03-02 20:20:02,0,2020-02-24 20:20:02,0.0,2020-02-17 20:20:02,6.0,2020-03-09 20:20:02,1.0
2020-03-02 20:25:02,0,2020-03-02 20:25:02,0,2020-03-02 19:10:02,0.0,2020-03-02 18:55:02,0.0,2020-03-02 18:40:02,0.0,2020-03-04 20:25:02,2.0,2020-03-05 20:25:03,0.0,2020-03-06 20:25:02,10.0,2020-03-02 20:25:02,0,2020-02-24 20:25:02,0.0,2020-02-17 20:25:02,6.0,2020-03-09 20:25:02,1.0
2020-03-02 20:30:02,0,2020-03-02 20:30:02,0,2020-03-02 19:15:02,0.0,2020-03-02 19:00:02,0.0,2020-03-02 18:45:02,0.0,2020-03-04 20:30:02,2.0,2020-03-05 20:30:03,0.0,2020-03-06 20:30:03,9.0,2020-03-02 20:30:02,0,2020-02-24 20:30:02,0.0,2020-02-17 20:30:02,6.0,2020-03-09 20:30:02,1.0
2020-03-02 20:35:02,0,2020-03-02 20:35:02,0,2020-03-02 19:20:02,0.0,2020-03-02 19:05:02,0.0,2020-03-02 18:50:02,0.0,2020-03-04 20:35:02,2.0,2020-03-05 20:35:02,0.0,2020-03-06 20:35:03,8.0,2020-03-02 20:35:02,0,2020-02-24 20:35:02,0.0,2020-02-17 20:35:02,5.0,2020-03-09 20:35:02,1.0
2020-03-02 20:40:02,0,2020-03-02 20:40:02,0,2020-03-02 19:25:02,0.0,2020-03-02 19:10:02,0.0,2020-03-02 18:55:02,0.0,2020-03-04 20:40:02,1.0,2020-03-05 20:40:02,0.0,2020-03-06 20:40:02,6.0,2020-03-02 20:40:02,0,2020-02-24 20:40:02,1.0,2020-02-17 20:40:02,5.0,2020-03-09 20:40:02,1.0
2020-03-02 20:45:02,0,2020-03-02 20:45:02,0,2020-03-02 19:30:02,0.0,2020-03-02 19:15:02,0.0,2020-03-02 19:00:02,0.0,2020-03-04 20:45:02,1.0,2020-03-05 20:45:02,0.0,2020-03-06 20:45:02,6.0,2020-03-02 20:45:02,0,2020-02-24 20:45:02,1.0,2020-02-17 20:45:02,5.0,2020-03-09 20:45:02,1.0
2020-03-02 20:50:02,0,2020-03-02 20:50:02,0,2020-03-02 19:35:02,0.0,2020-03-02 19:20:02,0.0,2020-03-02 19:05:02,0.0,2020-03-04 20:50:03,0.0,2020-03-05 20:50:02,0.0,2020-03-06 20:50:03,5.0,2020-03-02 20:50:02,0,2020-02-24 20:50:02,0.0,2020-02-17 20:50:02,4.0,2020-03-09 20:50:02,0.0
2020-03-02 20:55:02,0,2020-03-02 20:55:02,0,2020-03-02 19:40:02,0.0,2020-03-02 19:25:02,0.0,2020-03-02 19:10:02,0.0,2020-03-04 20:55:03,0.0,2020-03-05 20:55:03,0.0,2020-03-06 20:55:02,5.0,2020-03-02 20:55:02,0,2020-02-24 20:55:02,0.0,2020-02-17 20:55:02,4.0,2020-03-09 20:55:02,0.0
2020-03-02 21:00:02,0,2020-03-02 21:00:02,0,2020-03-02 19:45:02,0.0,2020-03-02 19:30:02,0.0,2020-03-02 19:15:02,0.0,2020-03-04 21:00:02,0.0,2020-03-05 21:00:02,0.0,2020-03-06 21:00:02,5.0,2020-03-02 21:00:02,0,2020-02-24 21:00:02,0.0,2020-02-17 21:00:02,4.0,2020-03-09 21:00:02,0.0
2020-03-02 21:05:02,0,2020-03-02 21:05:02,0,2020-03-02 19:50:02,0.0,2020-03-02 19:35:02,0.0,2020-03-02 19:20:02,0.0,2020-03-04 21:05:02,0.0,2020-03-05 21:05:02,0.0,2020-03-06 21:05:03,5.0,2020-03-02 21:05:02,0,2020-02-24 21:05:02,0.0,2020-02-17 21:05:02,4.0,2020-03-09 21:05:02,0.0
2020-03-02 21:10:02,0,2020-03-02 21:10:02,0,2020-03-02 19:55:02,0.0,2020-03-02 19:40:02,0.0,2020-03-02 19:25:02,0.0,2020-03-04 21:10:02,0.0,2020-03-05 21:10:02,0.0,2020-03-06 21:10:02,4.0,2020-03-02 21:10:02,0,2020-02-24 21:10:02,0.0,2020-02-17 21:10:02,4.0,2020-03-09 21:10:02,0.0
2020-03-02 21:15:02,0,2020-03-02 21:15:02,0,2020-03-02 20:00:02,0.0,2020-03-02 19:45:02,0.0,2020-03-02 19:30:02,0.0,2020-03-04 21:15:02,0.0,2020-03-05 21:15:02,0.0,2020-03-06 21:15:02,4.0,2020-03-02 21:15:02,0,2020-02-24 21:15:03,0.0,2020-02-17 21:15:02,3.0,2020-03-09 21:15:02,0.0
2020-03-02 21:20:02,0,2020-03-02 21:20:02,0,2020-03-02 20:05:02,0.0,2020-03-02 19:50:02,0.0,2020-03-02 19:35:02,0.0,2020-03-04 21:20:02,0.0,2020-03-05 21:20:02,0.0,2020-03-06 21:20:02,3.0,2020-03-02 21:20:02,0,2020-02-24 21:20:02,0.0,2020-02-17 21:20:02,3.0,2020-03-09 21:20:02,0.0
2020-03-02 21:25:02,0,2020-03-02 21:25:02,0,2020-03-02 20:10:02,1.0,2020-03-02 19:55:02,0.0,2020-03-02 19:40:02,0.0,2020-03-04 21:25:02,0.0,2020-03-05 21:25:02,0.0,2020-03-06 21:25:02,3.0,2020-03-02 21:25:02,0,2020-02-24 21:25:02,0.0,2020-02-17 21:25:02,2.0,2020-03-09 21:25:02,0.0
2020-03-02 21:30:02,0,2020-03-02 21:30:02,0,2020-03-02 20:15:02,0.0,2020-03-02 20:00:02,0.0,2020-03-02 19:45:02,0.0,2020-03-04 21:30:02,0.0,2020-03-05 21:30:03,0.0,2020-03-06 21:30:02,2.0,2020-03-02 21:30:02,0,2020-02-24 21:30:02,0.0,2020-02-17 21:30:02,2.0,2020-03-09 21:30:02,0.0
